tier,rank,leaguePoints,wins,losses,veteran,inactive,freshBlood,wins_SD,losses_SD
PLATINUM,I,72,106,109,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,8,31,27,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,24,15,14,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,53,7,12,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,14,2,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,99,109,107,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,27,8,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,17,28,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,38,63,44,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,25,65,76,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,32,27,26,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,75,21,31,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,59,126,109,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,80,7,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,54,49,24,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,63,10,2,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,74,41,26,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,48,229,239,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,34,93,82,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,5,219,229,False,False,True,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,97,89,83,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,19,55,44,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,75,257,241,False,False,True,Between 1 SD and Mean/34%,> -1 SD/13.5%
PLATINUM,I,36,23,16,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,21,15,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,45,8,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,12,48,45,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,27,91,79,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,66,11,12,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,49,20,22,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,28,2,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,11,56,64,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,26,69,64,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,22,93,100,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,7,22,23,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,5,37,9,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,28,21,23,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,75,27,36,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,55,50,48,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,7,40,46,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,6,10,13,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,1,148,131,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,52,1,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,33,279,272,False,False,False,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,I,47,53,29,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,19,53,37,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,33,23,20,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,94,36,24,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,53,230,239,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,32,85,81,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,56,59,12,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,16,13,18,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,66,139,133,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,18,4,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,0,119,98,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,44,43,44,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,50,16,14,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,12,160,145,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,13,19,33,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,55,10,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,60,156,140,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,47,121,135,False,False,False,Between Mean and -1 SD/34%,Between 1 SD and Mean/34%
PLATINUM,I,27,10,17,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,53,9,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,61,31,18,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,53,55,55,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,67,48,31,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,75,55,37,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,48,86,69,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,87,9,12,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,26,116,98,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,39,318,317,False,False,True,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,I,3,33,27,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,2,49,30,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,12,92,89,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,36,200,173,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,24,60,58,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,39,230,241,False,False,False,Between 1 SD and Mean/34%,> -1 SD/13.5%
PLATINUM,I,38,84,84,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,66,21,14,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,70,25,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,21,41,46,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,8,24,14,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,18,19,39,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,6,19,16,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,7,142,140,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,38,1,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,47,95,91,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,1,18,20,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,75,16,23,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,16,26,12,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,43,74,74,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,34,262,272,False,False,True,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,I,57,221,228,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,89,39,22,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,29,37,30,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,55,105,91,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,82,16,21,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,5,128,102,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,1,10,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,47,107,120,False,False,True,Between Mean and -1 SD/34%,Between 1 SD and Mean/34%
PLATINUM,I,25,5,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,56,97,91,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,13,32,34,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,40,73,82,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,42,21,11,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,22,39,32,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,28,2,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,20,22,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,10,45,22,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,28,3,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,9,83,70,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,39,109,106,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,55,134,121,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,90,4,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,48,194,179,False,False,True,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,22,23,25,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,83,30,26,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,8,108,96,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,40,2,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,35,79,66,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,18,34,28,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,97,103,78,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,87,15,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,64,188,189,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,49,200,194,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,22,23,11,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,74,23,12,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,13,156,142,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,75,186,179,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,13,30,17,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,45,44,43,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,56,9,8,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,25,181,183,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,64,38,39,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,9,89,67,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,99,67,62,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,10,10,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,22,77,68,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,7,55,36,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,65,10,9,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,57,643,624,False,False,False,"('> +2 SD/2.5%',)","('> +2 SD/2.5%',)"
PLATINUM,I,73,3,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,32,168,155,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,31,70,73,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,60,92,44,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,11,91,85,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,58,4,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,62,39,33,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,98,27,23,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,67,122,119,False,False,True,Between Mean and -1 SD/34%,Between 1 SD and Mean/34%
PLATINUM,I,2,27,17,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,0,40,44,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,31,9,14,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,41,42,57,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,35,4,2,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,49,62,80,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,97,3,2,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,40,124,127,False,False,False,Between Mean and -1 SD/34%,Between 1 SD and Mean/34%
PLATINUM,I,50,46,50,False,False,True,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,79,81,56,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,12,33,17,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,84,259,258,False,False,True,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,I,50,56,47,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,21,120,114,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,26,94,86,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,74,6,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,30,242,246,False,False,False,Between 1 SD and Mean/34%,> Between +1 and +2 SD/13.5%
PLATINUM,I,9,38,35,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,33,41,40,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,8,7,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,9,11,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,72,145,147,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,25,5,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,41,104,113,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,5,77,68,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,33,57,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,91,12,11,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,21,233,205,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,15,88,64,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,33,533,519,False,False,False,"('> +2 SD/2.5%',)","('> +2 SD/2.5%',)"
PLATINUM,I,82,13,16,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,48,76,64,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,22,20,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,5,49,37,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,11,88,112,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,28,2,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,21,42,50,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,60,86,87,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,56,56,54,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,43,97,90,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,70,33,30,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,14,38,42,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,31,159,149,False,False,True,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,21,349,344,False,False,False,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,I,50,10,16,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,18,189,171,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,2,167,164,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,24,17,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,79,13,9,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,41,248,236,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,18,239,237,False,False,True,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,I,42,17,8,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,18,120,103,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,I,66,3,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,25,16,13,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,73,83,65,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,41,94,101,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,80,24,24,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,75,51,43,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,74,9,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,90,143,143,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,70,305,315,False,False,False,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,II,0,220,204,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,36,35,26,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,88,39,38,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,44,17,26,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,54,3,5,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,15,12,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,4,21,23,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,53,85,100,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,35,14,9,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,35,59,36,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,84,38,35,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,18,171,161,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,27,127,118,False,False,False,Between Mean and -1 SD/34%,Between 1 SD and Mean/34%
PLATINUM,II,69,44,34,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,2,12,15,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,72,19,21,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,70,51,28,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,40,21,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,31,138,119,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,17,65,59,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,4,4,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,88,19,39,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,62,69,50,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,4,299,267,False,False,False,> Between +1 and +2 SD/13.5%,> Between +1 and +2 SD/13.5%
PLATINUM,II,51,4,1,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,40,2,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,11,32,22,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,57,14,18,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,38,27,19,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,52,3,4,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,65,116,108,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,44,44,48,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,2,36,43,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,91,23,31,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,27,93,86,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,82,234,217,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,37,45,35,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,3,9,16,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,17,9,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,53,22,10,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,73,66,62,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,14,42,48,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,58,6,6,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,24,97,105,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,40,10,11,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,64,51,58,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,39,156,156,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,3,6,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,72,25,25,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,14,177,173,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,23,4,3,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,4,246,224,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,90,29,19,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,46,67,60,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,94,166,174,False,False,False,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,12,165,189,False,False,True,Between 1 SD and Mean/34%,Between 1 SD and Mean/34%
PLATINUM,II,97,3,2,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,44,6,7,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
PLATINUM,II,48,41,36,False,False,False,Between Mean and -1 SD/34%,Between Mean and -1 SD/34%
